연번,지형지물부호,행정읍면동,법정읍면동,설치일자,소화전형식,주소,경도,위도,데이터기준일자
1598,소화전,백운동,원곡동,2019-05-21,지상쌍구,경기도 안산시 단원구 원곡동 993-7(1001-4 인근),126.7953519,37.3254,2026-01-12
1599,소화전,초지동,초지동,2019-05-21,지상쌍구,경기도 안산시 단원구 초지동 602-2(803 인근),126.8126393,37.3188348,2026-01-12
1600,소화전,초지동,초지동,2019-05-21,지상쌍구,경기도 안산시 단원구 초지동 602-2(803 인근),126.8126393,37.3188348,2026-01-12
1601,소화전,백운동,원곡동,2019-05-21,지상쌍구,경기도 안산시 단원구 원곡동 930(1001 인근),126.8046935,37.3233142,2026-01-12
1602,소화전,중앙동,고잔동,2019-09-29,지상쌍구,경기도 안산시 단원구 고잔동 678-2(676-2 인근),126.835173,37.3237353,2026-01-12
1603,소화전,중앙동,고잔동,1900-01-01,,경기도 안산시 단원구 고잔동 678(648-3 인근),126.8389618,37.3282779,2026-01-12
1604,소화전,중앙동,고잔동,2019-09-29,지상쌍구,경기도 안산시 단원구 고잔동 678-4(676 인근),126.8373943,37.3245591,2026-01-12
1605,소화전,중앙동,고잔동,2019-09-29,지상쌍구,경기도 안산시 단원구 고잔동 678-4(676-5 인근),126.8373943,37.3245591,2026-01-12
1606,소화전,중앙동,고잔동,2019-09-29,지상쌍구,경기도 안산시 단원구 고잔동 678-4(675-1 인근),126.8373943,37.3245591,2026-01-12
1607,소화전,백운동,원곡동,2019-10-19,지상쌍구,경기도 안산시 단원구 원곡동 941(937 인근),126.8039171,37.3302986,2026-01-12
1608,소화전,백운동,원곡동,2019-10-19,지상쌍구,경기도 안산시 단원구 원곡동 941(938 인근),126.8039171,37.3302986,2026-01-12
1609,소화전,초지동,초지동,2019-10-19,지상쌍구,경기도 안산시 단원구 초지동 610(603 인근),126.8073309,37.3284858,2026-01-12
1610,소화전,초지동,초지동,2019-10-19,지상쌍구,경기도 안산시 단원구 초지동 610(1186 인근),126.8073309,37.3284858,2026-01-12
1611,소화전,선부1동,선부동,2019-10-19,지상쌍구,경기도 안산시 단원구 선부동 1158-8(1078-4 인근),126.8132659,37.3292123,2026-01-12
1612,소화전,사동,사동,2019-12-31,지상쌍구,경기도 안산시 상록구 사동 1628(1639-31 인근),126.8391873,37.2835332,2026-01-12
1613,소화전,사동,사동,2019-12-31,지상쌍구,경기도 안산시 상록구 사동 1632(1639 인근),126.8302501,37.2802735,2026-01-12
1614,소화전,중앙동,고잔동,1984-01-01,,경기도 안산시 단원구 고잔동 643-20(648 인근),126.8392763,37.3313085,2026-01-12
1615,소화전,사동,사동,2019-12-31,지상쌍구,경기도 안산시 상록구 사동 1639-37(1639-13 인근),126.8347539,37.2814443,2026-01-12
1616,소화전,사동,사동,2019-12-31,지상쌍구,경기도 안산시 상록구 사동 1628(1639-11 인근),126.8391873,37.2835332,2026-01-12
1617,소화전,사동,사동,2019-12-31,지상쌍구,경기도 안산시 상록구 사동 1628(1639-9 인근),126.8391873,37.2835332,2026-01-12
1618,소화전,대부동,대부북동,2017-01-01,지상쌍구,경기도 안산시 단원구 대부북동 1826-232,126.5686759,37.2677853,2026-01-12
1619,소화전,초지동,성곡동,2016-01-01,미분류,경기도 안산시 단원구 성곡동 863-1(840-1 인근),126.740271,37.3029217,2026-01-12
1620,소화전,초지동,성곡동,2016-01-01,미분류,경기도 안산시 단원구 성곡동 863-1(838-7 인근),126.740271,37.3029217,2026-01-12
1621,소화전,초지동,성곡동,2016-01-01,지상쌍구,경기도 안산시 단원구 성곡동 863-1(839-14 인근),126.740271,37.3029217,2026-01-12
1622,소화전,초지동,성곡동,2016-01-01,지상쌍구,경기도 안산시 단원구 성곡동 863-1(839-5 인근),126.740271,37.3029217,2026-01-12
1623,소화전,초지동,성곡동,2016-01-01,지상쌍구,경기도 안산시 단원구 성곡동 863-1(838-2 인근),126.740271,37.3029217,2026-01-12
1624,소화전,초지동,성곡동,2016-01-01,지상쌍구,경기도 안산시 단원구 성곡동 863-1(839-17 인근),126.740271,37.3029217,2026-01-12
1625,소화전,중앙동,고잔동,1980-01-01,,경기도 안산시 단원구 고잔동 540-16,126.8377027,37.3177231,2026-01-12
1626,소화전,초지동,성곡동,2016-01-01,미분류,경기도 안산시 단원구 성곡동 863-1(839-1 인근),126.740271,37.3029217,2026-01-12
1627,소화전,초지동,성곡동,2016-01-01,미분류,경기도 안산시 단원구 성곡동 863(863-1 인근),126.7332096,37.3049638,2026-01-12
1628,소화전,초지동,성곡동,2016-01-01,지상쌍구,경기도 안산시 단원구 성곡동 863(859 인근),126.7332096,37.3049638,2026-01-12
1629,소화전,초지동,성곡동,2016-01-01,지상쌍구,경기도 안산시 단원구 성곡동 863(836-3 인근),126.7332096,37.3049638,2026-01-12
1630,소화전,초지동,성곡동,2016-01-01,지상쌍구,경기도 안산시 단원구 성곡동 863(837 인근),126.7332096,37.3049638,2026-01-12
1631,소화전,초지동,성곡동,2016-01-01,미분류,경기도 안산시 단원구 성곡동 863(837 인근),126.7332096,37.3049638,2026-01-12
1632,소화전,초지동,성곡동,2016-01-01,미분류,경기도 안산시 단원구 성곡동 863(836-2 인근),126.7332096,37.3049638,2026-01-12
1633,소화전,초지동,성곡동,2016-01-01,지상쌍구,경기도 안산시 단원구 성곡동 863-2(843-1 인근),126.7458519,37.3017195,2026-01-12
1634,소화전,초지동,성곡동,2016-01-01,미분류,경기도 안산시 단원구 성곡동 863-3(845-6 인근),126.7367801,37.3012266,2026-01-12
1635,소화전,초지동,성곡동,2016-01-01,지상쌍구,경기도 안산시 단원구 성곡동 863-3(844-3 인근),126.7367801,37.3012266,2026-01-12
1636,소화전,중앙동,고잔동,1979-01-01,,경기도 안산시 단원구 고잔동 537-5,126.8363914,37.3171605,2026-01-12
1637,소화전,초지동,성곡동,2016-01-01,미분류,경기도 안산시 단원구 성곡동 863-3(845 인근),126.7367801,37.3012266,2026-01-12
1638,소화전,초지동,성곡동,2016-01-01,지상쌍구,경기도 안산시 단원구 성곡동 863-3(845-3 인근),126.7367801,37.3012266,2026-01-12
1639,소화전,초지동,성곡동,2016-01-01,지상쌍구,경기도 안산시 단원구 성곡동 863-3,126.7367801,37.3012266,2026-01-12
1640,소화전,초지동,성곡동,2016-01-01,지상쌍구,경기도 안산시 단원구 성곡동 863-3,126.7367801,37.3012266,2026-01-12
1641,소화전,초지동,성곡동,2016-01-01,지상쌍구,경기도 안산시 단원구 성곡동 863-3(847-1 인근),126.7367801,37.3012266,2026-01-12
1642,소화전,초지동,성곡동,2016-01-01,미분류,경기도 안산시 단원구 성곡동 863-1(843 인근),126.740271,37.3029217,2026-01-12
1643,소화전,초지동,성곡동,2016-01-01,지상쌍구,경기도 안산시 단원구 성곡동 863-1(842 인근),126.740271,37.3029217,2026-01-12
1644,소화전,초지동,성곡동,2016-01-01,지상쌍구,경기도 안산시 단원구 성곡동 863-1(841-1 인근),126.740271,37.3029217,2026-01-12
1645,소화전,초지동,성곡동,2016-01-01,지상쌍구,경기도 안산시 단원구 성곡동 863-1(840-6 인근),126.740271,37.3029217,2026-01-12
1646,소화전,초지동,성곡동,2016-01-01,지상쌍구,경기도 안산시 단원구 성곡동 863-1(842 인근),126.740271,37.3029217,2026-01-12
1647,소화전,중앙동,고잔동,1980-01-01,,경기도 안산시 단원구 고잔동 539-17,126.8390803,37.3183764,2026-01-12
1648,소화전,초지동,성곡동,2016-01-01,지상쌍구,경기도 안산시 단원구 성곡동 863-1(840-4 인근),126.740271,37.3029217,2026-01-12
1649,소화전,월피동,월피동,2020-11-01,,경기도 안산시 상록구 월피동 532(495 인근),126.8454331,37.3367481,2026-01-12
1650,소화전,월피동,월피동,2020-11-01,,경기도 안산시 상록구 월피동 534(506 인근),126.8440855,37.3355816,2026-01-12
1651,소화전,월피동,월피동,2020-11-01,,경기도 안산시 상록구 월피동 534(508-5 인근),126.8440855,37.3355816,2026-01-12
1652,소화전,월피동,월피동,2020-11-01,,경기도 안산시 상록구 월피동 534(511-2 인근),126.8440855,37.3355816,2026-01-12
1653,소화전,월피동,월피동,2020-11-01,,경기도 안산시 상록구 월피동 536-44(511-10 인근),126.846042,37.3330867,2026-01-12
1654,소화전,고잔동,고잔동,2020-04-18,지상쌍구,경기도 안산시 단원구 고잔동 669-20도(667-1 인근),126.8224911,37.3215644,2026-01-12
1655,소화전,고잔동,고잔동,2020-04-18,지상쌍구,경기도 안산시 단원구 고잔동 669-20도(666-1 인근),126.8224911,37.3215644,2026-01-12
1656,소화전,고잔동,고잔동,2020-04-18,지상쌍구,경기도 안산시 단원구 고잔동 669-2도(846 인근),126.8191116,37.3284418,2026-01-12
1657,소화전,고잔동,고잔동,2020-04-18,지상쌍구,경기도 안산시 단원구 고잔동 653-12,126.821468,37.3285554,2026-01-12
1658,소화전,중앙동,고잔동,1900-01-01,,경기도 안산시 단원구 고잔동 559(539-3 인근),126.8364296,37.3190712,2026-01-12
1659,소화전,고잔동,고잔동,2020-04-18,지상쌍구,경기도 안산시 단원구 고잔동 543도(580-3 인근),126.8274707,37.3213075,2026-01-12
1660,소화전,고잔동,고잔동,2020-04-18,지상쌍구,경기도 안산시 단원구 고잔동 669도 (658-1 인근),126.8189178,37.328566,2026-01-12
1661,소화전,초지동,목내동,2021-03-01,지상쌍구,경기도 안산시 단원구 목내동 518 인근,126.7756107,37.2952372,2026-01-12
1662,소화전,초지동,초지동,2020-08-08,지상쌍구,경기도 안산시 단원구 초지동 660-8(673-5 인근),126.7939636,37.2964799,2026-01-12
1663,소화전,초지동,초지동,2020-08-08,지상쌍구,경기도 안산시 단원구 초지동 660-10(654-3 인근),126.7977254,37.2982302,2026-01-12
1664,소화전,원곡동,원곡동,2020-12-31,지상쌍구,경기도 안산시 단원구 원곡동 780-2(764-16 인근),126.7960435,37.3308494,2026-01-12
1665,소화전,원곡동,원곡동,2020-12-31,지상쌍구,경기도 안산시 단원구 원곡동 780-2(775-13 인근),126.7960435,37.3308494,2026-01-12
1666,소화전,원곡동,원곡동,2020-12-31,지상쌍구,경기도 안산시 단원구 원곡동 900(779-3 인근),126.7969431,37.3289213,2026-01-12
1667,소화전,원곡동,원곡동,2020-12-31,지상쌍구,경기도 안산시 단원구 원곡동 900(779-16 인근),126.7969431,37.3289213,2026-01-12
1668,소화전,원곡동,원곡동,2020-12-31,지상쌍구,경기도 안산시 단원구 원곡동 906(846-3 인근),126.8015454,37.3261657,2026-01-12
1669,소화전,중앙동,고잔동,1980-01-01,,경기도 안산시 단원구 고잔동 570(539-13 인근),126.8395129,37.3181283,2026-01-12
1670,소화전,원곡동,원곡동,2020-12-31,지상쌍구,경기도 안산시 단원구 원곡동 846-3,126.8008172,37.3272576,2026-01-12
1671,소화전,원곡동,원곡동,2020-12-31,지상쌍구,경기도 안산시 단원구 원곡동 906(847 인근),126.8015454,37.3261657,2026-01-12
1672,소화전,원곡동,원곡동,2020-12-31,지상쌍구,경기도 안산시 단원구 원곡동 906(796 인근),126.8015454,37.3261657,2026-01-12
1673,소화전,원곡동,원곡동,2020-12-31,지상쌍구,경기도 안산시 단원구 원곡동 906(604-4 인근),126.8015454,37.3261657,2026-01-12
1674,소화전,원곡동,원곡동,2020-12-31,지상쌍구,경기도 안산시 단원구 원곡동 989(965 인근),126.796632,37.3335676,2026-01-12
1675,소화전,원곡동,원곡동,2020-12-31,지상쌍구,경기도 안산시 단원구 원곡동 828-9(828-5 인근),126.7989826,37.3276806,2026-01-12
1676,소화전,초지동,원시동,2020-12-31,지상쌍구,경기도 안산시 단원구 원시동 803(729-8 인근),126.7889843,37.3101792,2026-01-12
1677,소화전,초지동,원시동,2020-12-31,지상쌍구,경기도 안산시 단원구 원시동 803(729-6 인근),126.7889843,37.3101792,2026-01-12
1678,소화전,초지동,원시동,2020-12-31,지상쌍구,경기도 안산시 단원구 원시동 803(726-2 인근),126.7889843,37.3101792,2026-01-12
1679,소화전,초지동,원시동,2020-12-31,지상쌍구,경기도 안산시 단원구 원시동 803(726-2 인근),126.7889843,37.3101792,2026-01-12
1680,소화전,이동,이동,1996-01-01,,경기도 안산시 상록구 이동 755(664 인근),126.8425002,37.3094533,2026-01-12
1681,소화전,중앙동,고잔동,1980-01-01,,경기도 안산시 단원구 고잔동 540-7,126.840927,37.3178718,2026-01-12
1682,소화전,초지동,원시동,2020-12-31,지상쌍구,경기도 안산시 단원구 원시동 803(726-1 인근),126.7889843,37.3101792,2026-01-12
1683,소화전,초지동,원시동,2020-12-31,지상쌍구,경기도 안산시 단원구 원시동 803(725-4 인근),126.7889843,37.3101792,2026-01-12
1684,소화전,초지동,원시동,2020-12-31,지상쌍구,경기도 안산시 단원구 원시동 803(725-3 인근),126.7889843,37.3101792,2026-01-12
1685,소화전,초지동,원시동,2020-12-31,지상쌍구,경기도 안산시 단원구 원시동 803(725-3 인근),126.7889843,37.3101792,2026-01-12
1686,소화전,초지동,원시동,2020-12-31,지상쌍구,경기도 안산시 단원구 원시동 803(725-1 인근),126.7889843,37.3101792,2026-01-12
1687,소화전,초지동,원시동,2020-12-31,지상쌍구,경기도 안산시 단원구 원시동 803(816-5 인근),126.7889843,37.3101792,2026-01-12
1688,소화전,초지동,원시동,2020-12-31,지상쌍구,경기도 안산시 단원구 원시동 803(816-5 인근),126.7889843,37.3101792,2026-01-12
1689,소화전,신길동,신길동,2020-12-31,지상쌍구,경기도 안산시 단원구 신길동 1232(1341-2 인근),126.7862998,37.324893,2026-01-12
1690,소화전,신길동,신길동,2020-12-31,지상쌍구,경기도 안산시 단원구 신길동 1232(1227 인근),126.7862998,37.324893,2026-01-12
1691,소화전,중앙동,고잔동,2021-10-08,지상쌍구,경기도 안산시 단원구 고잔동 535-2,126.8361088,37.3179237,2026-01-12
1692,소화전,중앙동,고잔동,1984-01-01,,경기도 안산시 단원구 고잔동 570-1(851 인근),126.8411753,37.3215416,2026-01-12
1693,소화전,중앙동,고잔동,1900-01-01,,경기도 안산시 단원구 고잔동 559(539-5 인근),126.8364296,37.3190712,2026-01-12
1694,소화전,중앙동,고잔동,1980-01-01,,경기도 안산시 단원구 고잔동 562(533 인근),126.8333864,37.3181492,2026-01-12
1695,소화전,중앙동,고잔동,1900-01-01,,경기도 안산시 단원구 고잔동 527-9,126.8323276,37.3194993,2026-01-12
1696,소화전,중앙동,고잔동,1980-01-01,,경기도 안산시 단원구 고잔동 556-1(527-8 인근),126.8326335,37.3201421,2026-01-12
1697,소화전,이동,이동,1999-01-01,,경기도 안산시 상록구 이동 725(665 인근),126.8478853,37.3106592,2026-01-12
1698,소화전,중앙동,고잔동,1984-01-01,,경기도 안산시 단원구 고잔동 630-9(637-3 인근),126.8376254,37.3300669,2026-01-12
1699,소화전,중앙동,고잔동,1980-01-01,,경기도 안산시 단원구 고잔동 539-16,126.8395209,37.3183356,2026-01-12
1700,소화전,중앙동,고잔동,1980-01-01,,경기도 안산시 단원구 고잔동 569(535-3 인근),126.8368752,37.3179763,2026-01-12
1701,소화전,중앙동,고잔동,1980-01-01,,경기도 안산시 단원구 고잔동 570(539-20 인근),126.8395129,37.3181283,2026-01-12
1702,소화전,이동,이동,1998-01-01,,경기도 안산시 상록구 이동 724(675 인근),126.8444921,37.3112388,2026-01-12
1703,소화전,중앙동,고잔동,1980-01-01,,경기도 안산시 단원구 고잔동 539-19,126.8376012,37.3184519,2026-01-12
1704,소화전,중앙동,고잔동,1979-01-01,,경기도 안산시 단원구 고잔동 534-2(542-4 인근),126.8360164,37.3187968,2026-01-12
1705,소화전,중앙동,고잔동,1995-01-01,,경기도 안산시 단원구 고잔동 562(537-9 인근),126.8333864,37.3181492,2026-01-12
1706,소화전,중앙동,고잔동,1979-01-01,,경기도 안산시 단원구 고잔동 534-2(531-3 인근),126.8360164,37.3187968,2026-01-12
1707,소화전,중앙동,고잔동,1980-01-01,,경기도 안산시 단원구 고잔동 535,126.8352053,37.3179869,2026-01-12
1708,소화전,중앙동,고잔동,1979-01-01,,경기도 안산시 단원구 고잔동 554-2(537-8 인근),126.8324579,37.3169055,2026-01-12
1709,소화전,중앙동,고잔동,1980-01-01,,경기도 안산시 단원구 고잔동 568(537-3 인근),126.8350968,37.3177065,2026-01-12
1710,소화전,중앙동,고잔동,1984-01-01,,경기도 안산시 단원구 고잔동 643-20(646 인근),126.8392763,37.3313085,2026-01-12
1711,소화전,중앙동,고잔동,1986-01-01,,경기도 안산시 단원구 고잔동 570-1(670 인근 보호틀),126.8411753,37.3215416,2026-01-12
1712,소화전,이동,이동,1999-01-01,,경기도 안산시 상록구 이동 748(677-2 인근),126.8458534,37.3085309,2026-01-12
1713,소화전,중앙동,고잔동,1979-01-01,,경기도 안산시 단원구 고잔동 554-2(537-5 인근),126.8324579,37.3169055,2026-01-12
1714,급수탑,중앙동,고잔동,1980-07-01,,경기도 안산시 단원구 고잔동 515,126.831598,37.3221683,2026-01-12
1715,소화전,중앙동,고잔동,1900-01-01,,경기도 안산시 단원구 고잔동 570-1(671 인근),126.8411753,37.3215416,2026-01-12
1716,소화전,중앙동,고잔동,1899-12-30,,경기도 안산시 단원구 고잔동 570-1(673-2 인근),126.8411753,37.3215416,2026-01-12
1717,소화전,중앙동,고잔동,2005-06-01,,경기도 안산시 단원구 고잔동 559(853 인근),126.8364296,37.3190712,2026-01-12
1718,소화전,중앙동,고잔동,1900-01-01,,경기도 안산시 단원구 고잔동 570-1(670-1 인근),126.8411753,37.3215416,2026-01-12
1719,소화전,이동,이동,1999-01-01,,경기도 안산시 상록구 이동 740(668 인근),126.8461892,37.3101831,2026-01-12
1720,소화전,중앙동,고잔동,1979-01-01,,경기도 안산시 단원구 고잔동 554-2(531-5 인근),126.8324579,37.3169055,2026-01-12
1721,소화전,중앙동,고잔동,1900-01-01,,경기도 안산시 단원구 고잔동 540-15,126.8381429,37.3177094,2026-01-12
1722,소화전,중앙동,고잔동,1979-01-01,,경기도 안산시 단원구 고잔동 541-4,126.8382979,37.3171703,2026-01-12
1723,소화전,중앙동,고잔동,1980-01-01,,경기도 안산시 단원구 고잔동 554-2(541-4 인근),126.8324579,37.3169055,2026-01-12
1724,소화전,중앙동,고잔동,1980-01-01,,경기도 안산시 단원구 고잔동 542,126.8405452,37.3170211,2026-01-12
1725,소화전,중앙동,고잔동,1980-01-01,,경기도 안산시 단원구 고잔동 540-11,126.840909,37.3175743,2026-01-12
1726,소화전,중앙동,고잔동,1980-01-01,,경기도 안산시 단원구 고잔동 570-1(539-11 인근),126.8411753,37.3215416,2026-01-12
1727,소화전,중앙동,고잔동,1979-01-01,,경기도 안산시 단원구 고잔동 554-2(542-1 인근),126.8324579,37.3169055,2026-01-12
1728,소화전,이동,이동,1999-01-01,지상쌍구,경기도 안산시 상록구 이동 740(672 인근),126.8461892,37.3101831,2026-01-12
1729,소화전,호수동,고잔동,1999-01-01,,경기도 안산시 단원구 고잔동 823(729-1 인근 보호틀),126.8365167,37.3148821,2026-01-12
1730,소화전,호수동,고잔동,1999-01-01,,경기도 안산시 단원구 고잔동 835(747 인근),126.8403689,37.3138116,2026-01-12
1731,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 799(712-1 인근),126.8254237,37.3121955,2026-01-12
1732,소화전,호수동,고잔동,1999-01-01,,경기도 안산시 단원구 고잔동 791(681 인근),126.8217697,37.3142946,2026-01-12
1733,소화전,호수동,고잔동,1999-01-01,,경기도 안산시 단원구 고잔동 791(692-4 인근),126.8217697,37.3142946,2026-01-12
1734,소화전,호수동,고잔동,,,경기도 안산시 단원구 고잔동 799(681-7 인근),126.8254237,37.3121955,2026-01-12
1735,소화전,호수동,고잔동,1999-01-01,,경기도 안산시 단원구 고잔동 799(684-4 인근),126.8254237,37.3121955,2026-01-12
1736,소화전,호수동,고잔동,1999-01-01,,경기도 안산시 단원구 고잔동 697,126.8236201,37.3135562,2026-01-12
1737,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 799(712 인근),126.8254237,37.3121955,2026-01-12
1738,소화전,호수동,고잔동,1998-01-01,지하단구,경기도 안산시 단원구 고잔동 784(720 인근),126.8312583,37.3076758,2026-01-12
1739,소화전,일동,일동,1990-01-01,지하단구,경기도 안산시 상록구 일동 704-1(666-5 인근),126.8667765,37.3056875,2026-01-12
1740,소화전,호수동,고잔동,,,경기도 안산시 단원구 고잔동 850(721 인근),126.8313269,37.304703,2026-01-12
1741,소화전,호수동,고잔동,1999-01-01,,경기도 안산시 단원구 고잔동 845(777-1 인근),126.8402455,37.3093591,2026-01-12
1742,소화전,호수동,고잔동,1996-01-01,,경기도 안산시 단원구 고잔동 845(846 인근),126.8402455,37.3093591,2026-01-12
1743,소화전,호수동,고잔동,1999-01-01,,경기도 안산시 단원구 고잔동 765-4(766 인근),126.838635,37.3106589,2026-01-12
1744,소화전,호수동,고잔동,1999-01-01,,경기도 안산시 단원구 고잔동 777-2(778 인근),126.838434,37.3083232,2026-01-12
1745,소화전,호수동,고잔동,1996-01-01,,경기도 안산시 단원구 고잔동 840(778 인근),126.8388344,37.3130937,2026-01-12
1746,소화전,호수동,고잔동,1999-01-01,,경기도 안산시 단원구 고잔동 840(745-5 인근),126.8388344,37.3130937,2026-01-12
1747,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 850(779-2 인근),126.8313269,37.304703,2026-01-12
1748,소화전,호수동,고잔동,1997-01-01,,경기도 안산시 단원구 고잔동 850(779 인근),126.8313269,37.304703,2026-01-12
1749,소화전,호수동,고잔동,1999-01-01,,경기도 안산시 단원구 고잔동 780-2(779 인근),126.8382629,37.306249,2026-01-12
1750,소화전,이동,이동,,,경기도 안산시 상록구 이동 563(608 인근),126.8610956,37.3076424,2026-01-12
1751,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 826(768-3 인근),126.8330313,37.3097387,2026-01-12
1752,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 819(771-3 인근),126.8315892,37.3110761,2026-01-12
1753,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 819(771-2 인근),126.8315892,37.3110761,2026-01-12
1754,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 805(717 인근),126.8272277,37.3100778,2026-01-12
1755,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 806(708-1 인근),126.8284638,37.3111173,2026-01-12
1756,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 820(772-2 인근),126.8313899,37.3086503,2026-01-12
1757,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 769-2,126.83241,37.3105256,2026-01-12
1758,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 809(716 인근),126.8282521,37.3087634,2026-01-12
1759,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 806(708-2 인근),126.8284638,37.3111173,2026-01-12
1760,소화전,호수동,고잔동,1998-01-01,지상쌍구,경기도 안산시 단원구 고잔동 818(727 인근 보호틀),126.8316853,37.3136181,2026-01-12
1761,소화전,일동,일동,1989-01-01,지하단구,경기도 안산시 상록구 일동 704-5(654 인근),126.8657317,37.3061551,2026-01-12
1762,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 802(703-3 인근),126.828744,37.3141386,2026-01-12
1763,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 802(703-2 인근),126.828744,37.3141386,2026-01-12
1764,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 825(725-5 인근),126.8362721,37.311726,2026-01-12
1765,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 802(706-3 인근),126.828744,37.3141386,2026-01-12
1766,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 705-11,126.8282796,37.3142602,2026-01-12
1767,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 825(768-2 인근),126.8362721,37.311726,2026-01-12
1768,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 819(771 인근),126.8315892,37.3110761,2026-01-12
1769,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 819(769 인근),126.8315892,37.3110761,2026-01-12
1770,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 826(774 인근),126.8330313,37.3097387,2026-01-12
1771,소화전,이동,이동,,,경기도 안산시 상록구 이동 558(593-1 인근),126.8590097,37.3098209,2026-01-12
1772,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 820(775-3 인근),126.8313899,37.3086503,2026-01-12
1773,소화전,호수동,고잔동,1998-01-01,지상쌍구,경기도 안산시 단원구 고잔동 820(775-1 인근 보호틀),126.8313899,37.3086503,2026-01-12
1774,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 799(707-2 인근),126.8254237,37.3121955,2026-01-12
1775,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 850(781-1 인근),126.8313269,37.304703,2026-01-12
1776,소화전,호수동,고잔동,1997-01-01,,경기도 안산시 단원구 고잔동 828(780-1 인근),126.8358772,37.3058742,2026-01-12
1777,소화전,호수동,고잔동,1997-01-01,지상쌍구,경기도 안산시 단원구 고잔동 784(719 인근 보호틀),126.8312583,37.3076758,2026-01-12
1778,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 784(782-5 인근),126.8312583,37.3076758,2026-01-12
1779,소화전,호수동,고잔동,2000-01-01,,경기도 안산시 단원구 고잔동 850(720 인근),126.8313269,37.304703,2026-01-12
1780,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 850(849 인근),126.8313269,37.304703,2026-01-12
1781,소화전,호수동,고잔동,1999-01-01,지상쌍구,경기도 안산시 단원구 고잔동 850(721-1 인근),126.8313269,37.304703,2026-01-12
1782,소화전,이동,이동,,,경기도 안산시 상록구 이동 558(593-3 인근),126.8590097,37.3098209,2026-01-12
1783,소화전,호수동,고잔동,,지하단구,경기도 안산시 단원구 고잔동 784(720-2 인근),126.8312583,37.3076758,2026-01-12
1784,소화전,호수동,고잔동,,,경기도 안산시 단원구 고잔동 816(713 인근),126.8221471,37.3103518,2026-01-12
1785,소화전,호수동,고잔동,1999-01-01,지상쌍구,경기도 안산시 단원구 고잔동 835(764 인근 보호틀),126.8403689,37.3138116,2026-01-12
1786,소화전,호수동,고잔동,1996-01-01,,경기도 안산시 단원구 고잔동 825(766 인근),126.8362721,37.311726,2026-01-12
1787,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 818(725 인근 보호틀),126.8316853,37.3136181,2026-01-12
1788,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 802(706 인근),126.828744,37.3141386,2026-01-12
1789,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 802(706-1 인근),126.828744,37.3141386,2026-01-12
1790,소화전,호수동,고잔동,1999-01-01,,경기도 안산시 단원구 고잔동 835(729-6 인근),126.8403689,37.3138116,2026-01-12
1791,소화전,호수동,고잔동,1998-01-01,,경기도 안산시 단원구 고잔동 823(729-9 인근),126.8365167,37.3148821,2026-01-12
1792,소화전,호수동,고잔동,1999-01-01,,경기도 안산시 단원구 고잔동 825(738 인근),126.8362721,37.311726,2026-01-12
1793,소화전,이동,이동,,,경기도 안산시 상록구 이동 567(593-6 인근),126.8604727,37.3063118,2026-01-12
1794,소화전,원곡동,신길동,,,경기도 안산시 단원구 신길동 447-5,126.7658552,37.3304032,2026-01-12
1795,소화전,원곡동,원곡동,,,경기도 안산시 단원구 원곡동 780-9(759-9 인근),126.7953857,37.3317618,2026-01-12
