연번,지형지물부호,행정읍면동,법정읍면동,설치일자,소화전형식,주소,경도,위도,데이터기준일자
209,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 693-10(671-9 인근),126.7461085,37.3154724,2026-01-12
210,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 693-1(701-3 인근),126.7435696,37.3188965,2026-01-12
211,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 709-1(702-5 인근),126.7374941,37.3165431,2026-01-12
212,소화전,해양동,사동,2001-01-01,지상쌍구,경기도 안산시 상록구 사동 1148(1161-6 인근),126.8406535,37.2996857,2026-01-12
213,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 709-1(716 인근),126.7374941,37.3165431,2026-01-12
214,소화전,초지동,성곡동,1993-01-01,,경기도 안산시 단원구 성곡동 691-10(675-1 인근),126.7376231,37.3115256,2026-01-12
215,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 691(673-20 인근),126.7447958,37.3123228,2026-01-12
216,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 693-9(674-10 인근),126.7426913,37.3167607,2026-01-12
217,소화전,초지동,성곡동,1997-01-01,,경기도 안산시 단원구 성곡동 721-1(714-4 인근),126.7337791,37.3167377,2026-01-12
218,소화전,초지동,초지동,1998-01-01,,경기도 안산시 단원구 초지동 773(719-6 인근),126.8180875,37.3131406,2026-01-12
219,소화전,초지동,초지동,1999-01-01,,경기도 안산시 단원구 초지동 771(710-2 인근),126.8205389,37.3143635,2026-01-12
220,소화전,초지동,초지동,1999-01-01,,경기도 안산시 단원구 초지동 771(691 인근),126.8205389,37.3143635,2026-01-12
221,소화전,초지동,초지동,1999-01-01,,경기도 안산시 단원구 초지동 765(688-4 인근 보호틀),126.8179872,37.3145002,2026-01-12
222,소화전,초지동,초지동,,,경기도 안산시 단원구 초지동 779(735 인근),126.8144571,37.3036612,2026-01-12
223,소화전,해양동,사동,1980-01-01,지상쌍구,경기도 안산시 상록구 사동 1147(1172 인근),126.8400118,37.3010761,2026-01-12
224,소화전,초지동,초지동,,,경기도 안산시 단원구 초지동 776(725-2 인근),126.8127785,37.3106997,2026-01-12
225,소화전,초지동,초지동,2016-03-03,지하단구,경기도 안산시 단원구 초지동 781(732-2 인근),126.8167354,37.3051167,2026-01-12
226,소화전,초지동,초지동,2001-01-01,,경기도 안산시 단원구 초지동 777(729 인근),126.8162272,37.3094727,2026-01-12
227,소화전,초지동,초지동,,,경기도 안산시 단원구 초지동 775(727-13 인근),126.8186724,37.3103622,2026-01-12
228,소화전,초지동,초지동,,,경기도 안산시 단원구 초지동 775(728 인근),126.8186724,37.3103622,2026-01-12
229,소화전,초지동,초지동,,,경기도 안산시 단원구 초지동 748(731 인근),126.8151024,37.3085424,2026-01-12
230,소화전,초지동,초지동,1997-01-01,지상쌍구,경기도 안산시 단원구 초지동 778(739 인근),126.8114503,37.3054962,2026-01-12
231,소화전,초지동,초지동,1997-01-01,지상쌍구,경기도 안산시 단원구 초지동 781(740-1 인근),126.8167354,37.3051167,2026-01-12
232,소화전,초지동,초지동,1998-01-01,,경기도 안산시 단원구 초지동 781(741 인근),126.8167354,37.3051167,2026-01-12
233,소화전,초지동,초지동,1997-01-01,,경기도 안산시 단원구 초지동 779(735-3 인근),126.8144571,37.3036612,2026-01-12
234,소화전,해양동,사동,2001-01-01,지상쌍구,경기도 안산시 상록구 사동 1148(1162-4 인근),126.8406535,37.2996857,2026-01-12
235,소화전,초지동,초지동,1997-01-01,지상쌍구,경기도 안산시 단원구 초지동 779(740 인근),126.8144571,37.3036612,2026-01-12
236,소화전,초지동,초지동,1998-01-01,,경기도 안산시 단원구 초지동 778(742-11 인근),126.8114503,37.3054962,2026-01-12
237,소화전,초지동,초지동,,,경기도 안산시 단원구 초지동 781(731 인근),126.8167354,37.3051167,2026-01-12
238,소화전,초지동,초지동,,,경기도 안산시 단원구 초지동 776(725-1 인근),126.8127785,37.3106997,2026-01-12
239,소화전,초지동,초지동,,,경기도 안산시 단원구 초지동 778(736 인근),126.8114503,37.3054962,2026-01-12
240,소화전,초지동,초지동,,,경기도 안산시 단원구 초지동 778(746-1 인근),126.8114503,37.3054962,2026-01-12
241,소화전,초지동,초지동,2001-01-01,지상쌍구,경기도 안산시 단원구 초지동 778(738 인근),126.8114503,37.3054962,2026-01-12
242,소화전,초지동,원시동,1979-01-01,,경기도 안산시 단원구 원시동 804(775-3 인근),126.7962786,37.3132812,2026-01-12
243,소화전,해양동,사동,1980-01-01,지상쌍구,경기도 안산시 상록구 사동 1147(1152 인근),126.8400118,37.3010761,2026-01-12
244,소화전,초지동,성곡동,1983-01-01,,경기도 안산시 단원구 성곡동 607-1(616-1 인근),126.7622236,37.3048384,2026-01-12
245,소화전,초지동,성곡동,1983-01-01,지상쌍구,경기도 안산시 단원구 성곡동 616-2 보호틀,126.761494,37.3046235,2026-01-12
246,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 691-4(684-6 인근),126.7488976,37.3085097,2026-01-12
247,소화전,초지동,성곡동,1993-01-01,,경기도 안산시 단원구 성곡동 691-13(683 인근),126.7494854,37.3070742,2026-01-12
248,소화전,초지동,성곡동,1993-01-01,,경기도 안산시 단원구 성곡동 790-7(681-1 인근),126.7528768,37.3039023,2026-01-12
249,소화전,초지동,성곡동,1993-01-01,,경기도 안산시 단원구 성곡동 691-3(680 인근),126.7519872,37.3058572,2026-01-12
250,급수탑,해양동,사동,1980-01-01,지상단구,경기도 안산시 상록구 사동 1147(1171 인근),126.8400118,37.3010761,2026-01-12
251,소화전,초지동,원시동,,,경기도 안산시 단원구 원시동 803(729-6 인근),126.7889843,37.3101792,2026-01-12
252,소화전,초지동,원시동,1980-01-01,,경기도 안산시 단원구 원시동 809(778-3 인근),126.7925232,37.3096747,2026-01-12
253,소화전,초지동,원시동,,,경기도 안산시 단원구 원시동 810(778-5 인근),126.7912905,37.3098694,2026-01-12
254,소화전,초지동,원시동,,,경기도 안산시 단원구 원시동 750(729-5 인근),126.7857286,37.3084969,2026-01-12
255,소화전,초지동,성곡동,1986-01-01,,경기도 안산시 단원구 성곡동 622(624 인근),126.7543419,37.3080806,2026-01-12
256,소화전,초지동,성곡동,1986-01-01,,경기도 안산시 단원구 성곡동 628-4 인근 틀 미설치,126.7554336,37.3116512,2026-01-12
257,소화전,해양동,사동,2001-01-01,지상쌍구,경기도 안산시 상록구 사동 1148(1160-7 인근),126.8406535,37.2996857,2026-01-12
258,소화전,초지동,성곡동,1986-01-01,지상쌍구,경기도 안산시 단원구 성곡동 628-4(626 인근 보호틀),126.7554336,37.3116512,2026-01-12
259,급수탑,초지동,성곡동,1986-01-01,,경기도 안산시 단원구 성곡동 622-1(625-3 인근),126.7553957,37.3098487,2026-01-12
260,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 691-4(678 인근),126.7488976,37.3085097,2026-01-12
261,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 691-5(678-1 인근),126.7459744,37.3092807,2026-01-12
262,급수탑,초지동,성곡동,1992-01-01,지상단구,경기도 안산시 단원구 성곡동 691(678 인근),126.7447958,37.3123228,2026-01-12
263,소화전,초지동,원시동,,,경기도 안산시 단원구 원시동 804(773-7 인근),126.7962786,37.3132812,2026-01-12
264,소화전,초지동,원시동,,,경기도 안산시 단원구 원시동 804(777-6 인근),126.7962786,37.3132812,2026-01-12
265,소화전,초지동,원시동,1980-01-01,,경기도 안산시 단원구 원시동 773-9,126.7972992,37.3143638,2026-01-12
266,소화전,해양동,사동,1980-01-01,지상쌍구,경기도 안산시 상록구 사동 1147(1149 인근 보호틀),126.8400118,37.3010761,2026-01-12
267,소화전,초지동,원시동,1979-01-01,,경기도 안산시 단원구 원시동 747(726-6 인근),126.7883411,37.3144076,2026-01-12
268,소화전,초지동,원시동,,,경기도 안산시 단원구 원시동 800(770-3 인근),126.7906544,37.3178913,2026-01-12
269,소화전,초지동,원시동,1979-01-01,,경기도 안산시 단원구 원시동 747(726 인근),126.7883411,37.3144076,2026-01-12
270,소화전,일동,일동,1990-01-01,지하단구,경기도 안산시 상록구 일동 634-1(617-6 인근),126.8706109,37.3087608,2026-01-12
271,소화전,해양동,사동,2001-01-01,지상쌍구,경기도 안산시 상록구 사동 1147(1149-8 인근),126.8400118,37.3010761,2026-01-12
272,소화전,초지동,원시동,,,경기도 안산시 단원구 원시동 772-1,126.7909309,37.3147134,2026-01-12
273,소화전,초지동,성곡동,1986-01-01,,경기도 안산시 단원구 성곡동 648(632-3 인근),126.7594284,37.3211813,2026-01-12
274,소화전,초지동,성곡동,1986-01-01,,경기도 안산시 단원구 성곡동 635-3,126.7527809,37.3172188,2026-01-12
275,급수탑,초지동,성곡동,1998-01-01,,경기도 안산시 단원구 성곡동 622-3(628 인근),126.7558057,37.3130338,2026-01-12
276,소화전,초지동,성곡동,1986-01-01,,경기도 안산시 단원구 성곡동 648(632-4 인근),126.7594284,37.3211813,2026-01-12
277,소화전,초지동,성곡동,1986-01-01,,경기도 안산시 단원구 성곡동 648(632-3 인근),126.7594284,37.3211813,2026-01-12
278,소화전,초지동,성곡동,1986-01-01,지상쌍구,경기도 안산시 단원구 성곡동 648(631-3 인근 틀 미설치),126.7594284,37.3211813,2026-01-12
279,소화전,초지동,성곡동,1986-01-01,지상쌍구,경기도 안산시 단원구 성곡동 636-3 보호틀,126.7552627,37.3165422,2026-01-12
280,소화전,초지동,성곡동,1986-01-01,,경기도 안산시 단원구 성곡동 653(631-5 인근),126.7586598,37.3150911,2026-01-12
281,소화전,해양동,사동,2001-01-01,지상쌍구,경기도 안산시 상록구 사동 1148(1163-7 인근),126.8406535,37.2996857,2026-01-12
282,소화전,초지동,성곡동,1986-01-01,,경기도 안산시 단원구 성곡동 637-9,126.7573005,37.3161131,2026-01-12
283,소화전,초지동,성곡동,1986-01-01,,경기도 안산시 단원구 성곡동 636-4,126.7542731,37.3170363,2026-01-12
284,소화전,초지동,원시동,1980-01-01,,경기도 안산시 단원구 원시동 799(769-7 인근),126.7903734,37.3199339,2026-01-12
285,소화전,초지동,원시동,1980-01-01,,경기도 안산시 단원구 원시동 800(769-16 인근),126.7906544,37.3178913,2026-01-12
286,소화전,초지동,원시동,1980-01-01,,경기도 안산시 단원구 원시동 799(770 인근),126.7903734,37.3199339,2026-01-12
287,소화전,초지동,원시동,,,경기도 안산시 단원구 원시동 724-2,126.7862373,37.3182516,2026-01-12
288,소화전,초지동,원시동,,,경기도 안산시 단원구 원시동 797(994-5 인근),126.7884018,37.3225718,2026-01-12
289,소화전,해양동,사동,2004-01-01,,경기도 안산시 상록구 사동 1642(1511 인근),126.8213493,37.2942508,2026-01-12
290,소화전,초지동,원시동,1981-01-01,,경기도 안산시 단원구 원시동 820(817-1 인근),126.786421,37.3201637,2026-01-12
291,소화전,초지동,원시동,1981-01-01,,경기도 안산시 단원구 원시동 744(713-1 인근),126.7835541,37.3188367,2026-01-12
292,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 693-2(700 인근),126.7403512,37.3217817,2026-01-12
293,소화전,초지동,성곡동,1992-01-01,,경기도 안산시 단원구 성곡동 709(698-2 인근),126.7329166,37.3190622,2026-01-12
294,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 693-2(700-5 인근),126.7403512,37.3217817,2026-01-12
295,소화전,초지동,성곡동,1997-01-01,,경기도 안산시 단원구 성곡동 721(718-14 인근),126.7335129,37.3157978,2026-01-12
296,소화전,초지동,성곡동,1997-01-01,,경기도 안산시 단원구 성곡동 693-1(716-3 금강컨테 틀 녹발생),126.7435696,37.3188965,2026-01-12
297,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 691-11(686-7 인근),126.7418586,37.3078314,2026-01-12
298,소화전,초지동,성곡동,1992-01-01,,경기도 안산시 단원구 성곡동 693-9(674 인근),126.7426913,37.3167607,2026-01-12
299,소화전,해양동,사동,2003-01-01,,경기도 안산시 상록구 사동 1635(1509 인근),126.8276612,37.3003236,2026-01-12
300,소화전,초지동,성곡동,1997-01-01,지상쌍구,경기도 안산시 단원구 성곡동 721-1(715-8 ㈜한국MNI 인근 틀 미설치),126.7337791,37.3167377,2026-01-12
301,소화전,초지동,성곡동,1992-01-01,,경기도 안산시 단원구 성곡동 709-1(702 인근),126.7374941,37.3165431,2026-01-12
302,소화전,초지동,성곡동,1997-01-01,,경기도 안산시 단원구 성곡동 721-6(715-5 인근),126.7365406,37.3155418,2026-01-12
303,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 709-1(715 인근),126.7374941,37.3165431,2026-01-12
304,소화전,초지동,성곡동,1997-01-01,,경기도 안산시 단원구 성곡동 721-1(713-2 인근),126.7337791,37.3167377,2026-01-12
305,소화전,초지동,성곡동,1992-01-01,지하단구,경기도 안산시 단원구 성곡동 693-10(671-4 인근),126.7461085,37.3154724,2026-01-12
306,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 691-10(675-10 인근),126.7376231,37.3115256,2026-01-12
307,소화전,초지동,성곡동,1992-01-01,지하단구,경기도 안산시 단원구 성곡동 693-8(668-3 인근),126.7404997,37.3196387,2026-01-12
308,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 693-8(668-6 인근),126.7404997,37.3196387,2026-01-12
309,급수탑,해양동,사동,1998-01-01,,경기도 안산시 상록구 사동 1608(1553 인근),126.8416694,37.3047867,2026-01-12
310,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 693-1(667-1 인근),126.7435696,37.3188965,2026-01-12
311,소화전,초지동,성곡동,1992-01-01,지하단구,경기도 안산시 단원구 성곡동 693-1(667-1 인근),126.7435696,37.3188965,2026-01-12
312,소화전,초지동,성곡동,1995-01-01,지하단구,경기도 안산시 단원구 성곡동 693-2(668 인근),126.7403512,37.3217817,2026-01-12
313,소화전,초지동,성곡동,1992-01-01,지하단구,경기도 안산시 단원구 성곡동 693-6(661-5 인근),126.7392244,37.3264191,2026-01-12
314,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 693-1(667 인근),126.7435696,37.3188965,2026-01-12
315,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 693-9(666 인근),126.7426913,37.3167607,2026-01-12
316,소화전,초지동,성곡동,1992-01-01,,경기도 안산시 단원구 성곡동 693-5(663-4 인근),126.7441267,37.3233806,2026-01-12
317,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 693-2(667 인근),126.7403512,37.3217817,2026-01-12
318,소화전,초지동,성곡동,1997-01-01,,경기도 안산시 단원구 성곡동 721(717-5 인근),126.7335129,37.3157978,2026-01-12
319,소화전,초지동,성곡동,1992-01-01,,경기도 안산시 단원구 성곡동 693-6(661-8 인근),126.7392244,37.3264191,2026-01-12
320,소화전,해양동,사동,1998-01-01,지상쌍구,경기도 안산시 상록구 사동 1147(1570-4 인근),126.8400118,37.3010761,2026-01-12
321,소화전,초지동,성곡동,,,경기도 안산시 단원구 성곡동 662-4,126.7437432,37.3233766,2026-01-12
322,소화전,초지동,성곡동,1992-01-01,지상쌍구,경기도 안산시 단원구 성곡동 693-8(667-1 인근 보호틀),126.7404997,37.3196387,2026-01-12
323,소화전,초지동,성곡동,2008-01-01,지상쌍구,경기도 안산시 단원구 성곡동 693(660 인근 틀 미설치),126.7427927,37.3269256,2026-01-12
324,소화전,초지동,성곡동,1992-01-01,지하단구,경기도 안산시 단원구 성곡동 693-5(658-4 인근),126.7441267,37.3233806,2026-01-12
325,소화전,초지동,성곡동,1992-01-01,지하단구,경기도 안산시 단원구 성곡동 693-5(662 인근),126.7441267,37.3233806,2026-01-12
